Protein,phi_calib
YDR452W,0.000107242
YDR453C,4.10314E-05
YDR454C,0.001449529
YDR457W,6.58185E-05
YDR461C-A,8.54597E-05
YDR462W,6.32608E-05
YDR469W,0.000232411
YDR470C,0.000258443
YDR472W,7.7472E-05
YDR477W,0.00024253
YDR481C,0.000132437
YDR483W,0.000211561
YDR486C,0
YDR487C,0.000419131
YDR496C,0.000183084
YDR500C,0.000572791
YDR502C,0.000797884
YDR508C,6.78759E-05
YDR510W,0.000932771
YDR513W,0.000505601
YDR515W,0.000107426
YDR516C,0.000208851
YDR517W,8.20338E-05
YDR518W,0.00024913
YDR519W,0.000386431
YDR524C,0
YDR525W-A,2.87977E-05
YDR529C,0.000189853
YDR531W,0.000142223
YDR533C,0.000236984
YEL002C,0.000399472
YEL007W,8.07411E-05
YEL012W,1.45847E-05
YEL013W,0.000162827
YEL015W,7.87312E-05
YEL018W,8.14075E-06
YEL020W-A,0.000291362
YEL021W,0
YEL024W,0.000172195
YEL026W,0.000791831
YEL030W,0.000205415
YEL031W,0.000366164
YEL032W,9.66289E-05
YEL034W,0.0003915
YEL037C,0.000301624
YEL038W,0.000146381
YEL040W,0.000225595
YEL042W,0.000176363
YEL044W,7.74661E-05
YEL046C,0.000560079
YEL047C,0.000567557
YEL050C,1.37091E-05
YEL051W,0.000641113
YEL052W,9.56088E-05
YEL055C,6.77126E-05
YEL056W,6.38648E-05
YEL058W,0.000300298
YEL060C,0.000261046
YEL066W,0.000443617
YEL071W,0.001232607
YER001W,6.69939E-05
YER002W,0.000109893
YER003C,0.001017629
YER004W,0.000200536
YER006W,0.000340252
YER007C-A,0.000512576
YER009W,0.002927951
YER010C,0.000114714
YER012W,0.000338269
YER014W,0.000354908
YER019C-A,8.70915E-05
YER019W,1.76485E-05
YER021W,0.000413111
YER023W,0.000522799
YER025W,0.001220208
YER029C,7.5175E-05
YER030W,8.14032E-05
YER031C,7.78974E-05
YER034W,4.97526E-05
YER036C,0.000809665
YER042W,0.000423751
YER043C,0.003560443
YER044C,8.13825E-05
YER048C,0.00030306
YER048W-A,0.000336998
