Protein,phi_calib
YGR195W,9.40376E-05
YGR197C,7.40938E-05
YGR198W,8.96023E-05
YGR199W,0.000183927
YGR200C,0.000143002
YGR202C,5.31834E-06
YGR203W,7.46044E-05
YGR204W,0.001430574
YGR205W,7.55971E-05
YGR207C,0.000188142
YGR208W,0.000165826
YGR209C,0.001431618
YGR210C,8.99419E-05
YGR211W,0.000805087
YGR215W,5.59853E-05
YGR218W,0.000227547
YGR220C,2.99222E-05
YGR229C,0.000172067
YGR231C,0.000460957
YGR232W,0.000244998
YGR233C,3.05155E-05
YGR234W,0.001571955
YGR235C,9.44362E-05
YGR240C,0.001313398
YGR244C,8.96604E-05
YGR248W,2.27291E-05
YGR250C,7.87455E-05
YGR253C,0.000322406
YGR254W,0.003393277
YGR261C,7.68764E-05
YGR262C,2.76233E-05
YGR264C,0.000697981
YGR266W,9.19263E-05
YGR267C,0.00013759
YGR268C,2.47876E-05
YGR270W,2.78812E-05
YGR271W,2.6689E-05
YGR275W,7.355E-05
YGR276C,3.6269E-05
YGR277C,0.000159235
YGR279C,0.000311302
YGR280C,0.000122628
YGR282C,0.000870043
YGR284C,0.000151337
YGR285C,0.001019441
YHL001W,0.000659082
YHL002W,7.39615E-05
YHL007C,4.74092E-05
YHL009C,0
YHL011C,0.000312408
YHL014C,7.57277E-06
YHL015W,0.007999705
YHL021C,8.96913E-05
YHL025W,8.77765E-06
YHL030W,0.000100153
YHL031C,0.000152272
YHL033C,0.000962924
YHL034C,0.001123009
YHL039W,9.23476E-05
YHR001W,0.000166368
YHR001W-A,3.80274E-06
YHR003C,4.83637E-05
YHR005C-A,8.88918E-05
YHR007C,0.00026757
YHR008C,0.000372427
YHR009C,0.000103879
YHR010W,0.000257341
YHR012W,0.00013485
YHR019C,0.000914556
YHR020W,0.000851243
YHR023W,2.39586E-05
YHR024C,0.000113088
YHR025W,0.000574917
YHR027C,0.000353237
YHR028C,9.07942E-05
YHR029C,0.000131214
YHR030C,2.14951E-05
YHR034C,4.39382E-05
YHR037W,9.87546E-05
YHR038W,5.53371E-05
YHR039C,0.000141248
YHR039C-A,0.000753922
YHR041C,0.000115576
YHR042W,0.000359103
YHR046C,7.98907E-05
YHR047C,0.000215828
YHR049W,0.000192963
YHR051W,0.000162064
YHR052W,0.000199154
YHR056C,1.62584E-05
YHR057C,4.94074E-05
YHR058C,2.90369E-05
YHR060W,0.000125097
YHR062C,5.31593E-05
YHR063C,0.000243117
YHR064C,0.001670228
YHR065C,0.000211034
YHR066W,8.67748E-06
YHR068W,0.000855002
YHR069C,5.49282E-05
YHR070W,7.0911E-05
YHR072W-A,0.000207286
YHR073W,2.9191E-05
YHR074W,0.000101849
YHR076W,7.48294E-05
YHR077C,2.23783E-05
YHR081W,0.000101662
YHR085W,1.77316E-05
YHR087W,0.000143376
YHR088W,0.000123223
YHR089C,0.000230087
YHR098C,0.000150104
YHR104W,0.000213732
YHR106W,0.000169858
YHR107C,0.000334231
YHR108W,0.000124901
YHR110W,6.63911E-06
YHR111W,8.28954E-05
YHR112C,7.4448E-05
YHR113W,0.000100422
YHR114W,8.15179E-05
YHR117W,0.000106029
YHR118C,1.46492E-05
YHR121W,0.000193795
YHR122W,5.4723E-05
YHR123W,5.39779E-05
YHR127W,0.000122502
YHR128W,0.000399726
YHR132C,0.000195872
YHR132W-A,7.57221E-05
YHR135C,6.79479E-05
YHR137W,0.000263973
YHR138C,5.54257E-05
YHR143W-A,0.000364288
YHR144C,0.000194084
YHR146W,0.000307844
YHR148W,0.000213755
YHR152W,0
YHR158C,7.15255E-05
YHR161C,4.10339E-05
YHR162W,0.000107283
YHR163W,0.000374522
YHR167W,0.000172871
YHR169W,0.000112079
YHR170W,0.000332115
YHR174W,0.014171261
YHR179W,0.004005344
YHR183W,0.001849727
YHR187W,6.37319E-05
YHR188C,0.000178847
YHR190W,0.000264204
YHR191C,4.11714E-05
YHR193C,0.002097725
YHR196W,0.000153847
YHR198C,6.75501E-05
YHR199C,0.000204139
YHR200W,0.000291134
YHR201C,0.000179042
YHR202W,0
YHR208W,0.001156589
YHR216W,0.000204651
YIL005W,8.35585E-05
YIL007C,4.26936E-05
YIL009W,0
YIL010W,0.000274312
YIL014W,3.42313E-05
YIL021W,0.000172886
YIL022W,0.000353314
