"","rho_phi_chi","rho_phipre_chi","rho_phipre_phi","rho_phipre_chi_a0","rho_phipre_phi_a0","rho_phipre_chi_keq","rho_phipre_phi_keq","rho_phipre_chi_a0keq","rho_phipre_phi_a0keq"
"1",0.823644276688231,0.653561842892079,0.676183166647897,0.667140040852164,0.688587040297058,0.999353056330571,0.821997048899392,1,0.823644276688231
"2",0.74525182096837,0.521453456400861,0.313547851884551,0.43320007821758,0.225751706633729,0.984402222502859,0.758156569104358,1,0.74525182096837
"3",0.825287772080746,0.801172843171204,0.786629708703239,0.810670962623459,0.798924429131172,0.998835447947218,0.819394764481504,1,0.825287772080746
"4",0.703899860105881,0.713254245845475,0.260395230106154,0.681288953794171,0.220022301446181,0.962051355973376,0.778101194119141,1,0.703899860105881
